Data_source,CAMHID,Site,SiteCode,Region,Year,Century,century_recode,d13C_whole_oto,d18O_whole_oto,d13C_juv,d18O_juv,d13C_adult,d18O_adult,Age_yr,Oto_section_diameter_mm,Estimated_fishlength_cm,VonB_fishlength_cm,VonB_residual,G_index,O18_Reynolds
CAMH,  143A,Vatnskot,VTN,NW,925,10,10,-1.85,3.17, , , , ,6,7.45,62.2,70.56,-1.39,0.88,3.64
CAMH,  143B,Vatnskot,VTN,NW,925,10,10,-1.15,3.56, , , , ,7,8.42,73.5,77.77,-0.61,0.95,3.64
CAMH,A2-2015-12y Nr 8,Isafjardardjup,Isa,NW,2015,21,21,-2.42,4.62, , ,-1.98,4.79, , , , , , , 
CAMH,A2-2015-12y Nr 9,Isafjardardjup,Isa,NW,2015,21,21,-1.16,3.75, , ,-0.72,3.92, , , , , , , 
CAMH,A5-2017 Nr 11,Isafjardardjup,Isa,NW,2017,21,21,-0.54,3.36, , ,-0.101,3.53, , , , , , , 
CAMH,A5-2017 Nr 12,Isafjardardjup,Isa,NW,2017,21,21,-0.92,3.88, , ,-0.481,4.05, , , , , , , 
CAMH,A5-2017 Nr 18,Breidafjardur,Breida,W,2017,21,21,-1.1,3.68, , ,-0.661,3.85, , , , , , , 
CAMH,A5-2017 Nr 19,Breidafjardur,Breida,W,2017,21,21,-0.67,3.27, , ,-0.231,3.44, , , , , , , 
CAMH,A5-2017 Nr 20,Breidafjardur,Breida,W,2017,21,21,-1.31,3.57, , ,-0.871,3.74, , , , , , , 
CAMH,A5-2017 Nr 22,Breidafjardur,Breida,W,2017,21,21,0.1,3.76, , ,0.539,3.93, , , , , , , 
CAMH,A5-2017 Nr 23,Breidafjardur,Breida,W,2017,21,21,-0.84,3.19, , ,-0.401,3.36, , , , , , , 
CAMH,A5-2017 Nr 24,Breidafjardur,Breida,W,2017,21,21,-1.12,3.61, , ,-0.681,3.78, , , , , , , 
CAMH,A5-2017 Nr 5,Isafjardardjup,Isa,NW,2017,21,21,-1.43,3.64, , ,-0.991,3.81, , , , , , , 
CAMH,A5-2017 Nr 6,Isafjardardjup,Isa,NW,2017,21,21,-0.48,4.13, , ,-0.041,4.3, , , , , , , 
CAMH,B2-2015 Nr 4,Skagafjordur,Skaga,NW,2015,21,21,-1.13,3.5, , ,-0.69,3.67, , , , , , , 
CAMH,B3-2017-164 Nr 5,Skagafjordur,Skaga,NW,2017,21,21,-2.02,4.16, , ,-1.581,4.33, , , , , , , 
CAMH,B3-2017-165 Nr 10,Skagafjordur,Skaga,NW,2017,21,21,-0.33,4.07, , ,0.109,4.24, , , , , , , 
CAMH,B3-2017-165 Nr 5,Skagafjordur,Skaga,NW,2017,21,21,-0.86,3.09, , ,-0.421,3.26, , , , , , , 
CAMH,B3-2017-165 Nr 6,Skagafjordur,Skaga,NW,2017,21,21,-1.24,3.43, , ,-0.801,3.6, , , , , , , 
CAMH,B4-2016 Nr 4,Skagafjordur,Skaga,NW,2016,21,21,-1.39,3.93, , ,-0.953,4.1, , , , , , , 
GUD,350,BRV,BRV15-1,W,1820,19,19, , , , , , ,10,10.60935065,100.798628,95.61,0.518862798,1.054268675,3.57
GUD,351,BRV,BRV15-1,W,1820,19,19, , , , , , ,15,11.39448052,111.1241478,115.87,-0.316390146,0.959041579,3.57
GUD,352,BRV,BRV15-1,W,1820,19,19, , , , , , ,8,8.723824289,77.1559377,84.31,-0.894257787,0.915145744,3.57
GUD,353,BRV,BRV15-1,W,1820,19,19, , , , , , ,5,7.506356589,62.8347644,62.6,0.04695288,1.00375023,3.57
GUD,354,BRV,BRV15-1,W,1820,19,19, , , , , , ,4,5.780413437,43.97436483,53.84,-2.466408794,0.816760119,3.57
GUD,355,BRV,BRV15-1,W,1820,19,19, , , , , , ,5,6.256589147,48.996034,62.6,-2.720793201,0.782684249,3.57
GUD,356,BRV,BRV15-1,W,1820,19,19, , , , , , ,8,9.628041237,88.28289038,84.31,0.496611298,1.04712241,3.57
GUD,357,BRV,BRV15-1,W,1820,19,19, , , , , , ,4,6.053505155,46.83657868,53.84,-1.750855331,0.869921595,3.57
GUD,358,BRV,BRV15-1,W,1820,19,19, , , , , , ,6,6.404072165,50.5804755,70.56,-3.329920749,0.716843474,3.57
GUD,359,BRV,BRV15-1,W,1820,19,19, , , , , , ,3,5.497164948,41.05757294,44.18,-1.040809019,0.929324874,3.57
GUD,360,BRV,BRV15-2,W,1820,19,19, , , , , , ,12,10.84422078,103.8591257,104.92,-0.088406189,0.989888732,3.57
GUD,361,BRV,BRV15-2,W,1820,19,19, , , , , , ,5,7.525364583,63.05221414,62.6,0.090442828,1.007223868,3.57
GUD,362,BRV,BRV15-2,W,1820,19,19, , , , , , ,5,7.849739583,66.79377442,62.6,0.838754885,1.066993202,3.57
GUD,363,BRV,BRV15-2,W,1820,19,19, , , , , , ,6,6.52671875,51.90831679,70.56,-3.108613868,0.735662086,3.57
GUD,364,BRV,BRV15-3,W,1820,19,19, , , , , , ,6,9.320572917,84.45440726,70.56,2.315734544,1.196916203,3.57
GUD,365,BRV,BRV15-3,W,1820,19,19, , , , , , ,4,6.8215625,55.137754,53.84,0.324438499,1.0241039,3.57
GUD,366,BRV,BRV15-3,W,1820,19,19, , , , , , ,5,7.508072917,62.85439076,62.6,0.050878153,1.00406375,3.57
GUD,367,BRV,BRV15-3,W,1820,19,19, , , , , , ,6,8.045885417,69.08401745,70.56,-0.245997091,0.97908188,3.57
GUD,368,BRV,BRV15-3,W,1820,19,19, , , , , , ,5,6.8559375,55.51764455,62.6,-1.41647109,0.886863332,3.57
GUD,369,BRV,BRV15-3,W,1820,19,19, , , , , , ,6,7.1434375,58.72202421,70.56,-1.972995966,0.832228234,3.57
GUD,370,BRV,BRV15-3,W,1820,19,19, , , , , , ,11,10.15427083,94.9392721,100.49,-0.504611628,0.94476338,3.57
GUD,371,BRV,BRV15-3,W,1820,19,19, , , , , , ,7,8.573958333,75.35107711,77.77,-0.345560413,0.968896452,3.57
GUD,372,BRV,BRV15-3,W,1820,19,19, , , , , , ,5,8.22609375,71.20627177,62.6,1.721254354,1.13748038,3.57
GUD,373,BRV,BRV15-3,W,1820,19,19, , , , , , ,13,10.6696875,101.5825094,108.93,-0.565191585,0.932548512,3.57
GUD,374,BRV,BRV15-3,W,1820,19,19, , , , , , ,4,6.058177083,46.8859627,53.84,-1.738509325,0.870838832,3.57
GUD,375,BRV,BRV15-3,W,1820,19,19, , , , , , ,7,8.231822917,71.27402376,77.77,-0.927996605,0.916471953,3.57
GUD,376,BRV,BRV15-3,W,1820,19,19, , , , , , ,4,6.279479167,49.24105911,53.84,-1.149735223,0.914581336,3.57
GUD,377,BRV,BRV15-4,W,1785,18,18, , , , , , ,15,11.44733766,111.8289,115.87,-0.269406664,0.965123846,3.56
GUD,378,BRV,BRV15-4,W,1785,18,18, , , , , , ,8,9.017532468,80.72601855,84.31,-0.447997681,0.957490435,3.56
GUD,379,BRV,BRV15-4,W,1785,18,18, , , , , , ,3,7.303917526,60.53144211,44.18,5.450480704,1.3701096,3.56
GUD,380,BRV,BRV15-4,W,1785,18,18, , , , , , ,6,8.378969072,73.02003849,70.56,0.410006415,1.034864491,3.56
GUD,381,BRV,BRV15-4,W,1785,18,18, , , , , , ,7,8.198505155,70.88025641,77.77,-0.984249085,0.911408723,3.56
GUD,382,BRV,BRV15-4,W,1785,18,18, , , , , , ,7,9.230824742,83.34551714,77.77,0.796502449,1.07169239,3.56
GUD,383,BRV,BRV15-4,W,1785,18,18, , , , , , ,4,6.209072165,48.48843839,53.84,-1.337890402,0.900602496,3.56
GUD,384,BRV,BRV15-4,W,1785,18,18, , , , , , ,8,8.186082474,70.73358815,84.31,-1.697051482,0.838970326,3.56
GUD,385,BRV,BRV15-5,W,1680,17,17, , , , , , ,14,11.12811688,107.5909465,112.56,-0.354932393,0.95585418,3.62
GUD,386,BRV,BRV15-5,W,1680,17,17, , , , , , ,11,9.801493506,90.46257331,100.49,-0.911584245,0.900214681,3.62
GUD,387,BRV,BRV15-5,W,1680,17,17, , , , , , ,14,10.91824675,104.8287926,112.56,-0.552229101,0.931314788,3.62
GUD,388,BRV,BRV15-5,W,1680,17,17, , , , , , ,10,7.166597938,58.98224899,95.61,-3.662775101,0.616904602,3.62
GUD,389,BRV,BRV15-5,W,1680,17,17, , , , , , ,4,7.091030928,58.13433751,53.84,1.073584377,1.079761098,3.62
GUD,390,BRV,BRV15-5,W,1680,17,17, , , , , , ,7,7.732268041,65.43211242,77.77,-1.762555369,0.841354152,3.62
GUD,391,BRV,BRV15-5,W,1680,17,17, , , , , , ,7,9.670257732,88.81208996,77.77,1.577441423,1.141983926,3.62
GUD,392,BRV,BRV15-5,W,1680,17,17, , , , , , ,8,9.035360825,80.94411314,84.31,-0.420735858,0.960077252,3.62
GUD,393,BRV,BRV15-6,W,1650,17,17, , , , , , ,15,11.15064935,107.8886434,115.87,-0.532090439,0.931118006,3.55
GUD,394,BRV,BRV15-6,W,1650,17,17, , , , , , ,7,9.266082474,83.7806782,77.77,0.858668314,1.077287877,3.55
GUD,395,BRV,BRV15-6,W,1650,17,17, , , , , , ,7,9.198969072,82.95286802,77.77,0.740409718,1.066643539,3.55
GUD,396,BRV,BRV15-6,W,1650,17,17, , , , , , ,9,9.56814433,87.53351687,90.24,-0.300720348,0.970007944,3.55
GUD,397,BRV,BRV15-6,W,1650,17,17, , , , , , ,9,10.65623377,101.4075809,90.24,1.240842324,1.123754221,3.55
GUD,398,BRV,BRV15-6,W,1650,17,17, , , , , , ,8,7.959742268,68.07564377,84.31,-2.029294529,0.807444476,3.55
GUD,399,BRV,BRV15-6,W,1650,17,17, , , , , , ,4,5.162989691,37.68658917,53.84,-4.038352706,0.699973796,3.55
GUD,400,BRV,BRV15-6,W,1650,17,17, , , , , , ,12,9.712835052,89.34666973,104.92,-1.297777522,0.851569479,3.55
GUD,401,BRV,BRV15-6,W,1650,17,17, , , , , , ,13,9.672783505,88.84377833,108.93,-1.545093975,0.815604318,3.55
GUD,402,BRV,BRV15-6,W,1650,17,17, , , , , , ,8,9.019381443,80.74862978,84.31,-0.445171278,0.957758626,3.55
GUD,403,BRV,BRV15-6,W,1650,17,17, , , , , , ,10,9.557371134,87.39891459,95.61,-0.821108541,0.914118969,3.55
GUD,404,BRV,BRV15-6,W,1650,17,17, , , , , , ,6,8.772938144,77.74990679,70.56,1.198317799,1.101897772,3.55
GUD,405,BRV,BRV15-6,W,1650,17,17, , , , , , ,5,8.320670103,72.32691774,62.6,1.945383548,1.155382073,3.55
GUD,406,BRV,BRV15-6,W,1650,17,17, , , , , , ,8,8.387731959,73.12437407,84.31,-1.398203241,0.867327412,3.55
GUD,407,BRV,BRV15-7,W,1637,17,17, , , , , , ,6,9.018195876,80.73413122,70.56,1.695688536,1.144191202,4.03
GUD,408,BRV,BRV15-7,W,1637,17,17, , , , , , ,6,8.457113402,73.95187295,70.56,0.565312159,1.048070762,4.03
GUD,409,BRV,BRV15-7,W,1637,17,17, , , , , , ,11,11.44032468,111.7353262,100.49,1.022302379,1.111904928,4.03
GUD,410,BRV,BRV15-7,W,1637,17,17, , , , , , ,9,12.36441558,124.2432617,90.24,3.778140194,1.376809195,4.03
GUD,411,BRV,BRV15-7,W,1637,17,17, , , , , , ,11,10.69512987,101.9135375,100.49,0.129412501,1.014165962,4.03
GUD,412,BRV,BRV15-7,W,1637,17,17, , , , , , ,10,10.45649351,98.82005463,95.61,0.321005463,1.033574465,4.03
GUD,413,BRV,BRV15-7,W,1637,17,17, , , , , , ,7,10.33778351,97.29075833,77.77,2.788679761,1.251006279,4.03
GUD,414,BRV,BRV15-7,W,1637,17,17, , , , , , ,9,8.725463918,77.1757472,90.24,-1.451583644,0.855227695,4.03
GUD,415,BRV,BRV15-7,W,1637,17,17, , , , , , ,7,8.369845361,72.91144916,77.77,-0.694078691,0.93752667,4.03
GUD,416,BRV,BRV15-7,W,1637,17,17, , , , , , ,7,9.918505155,91.94100703,77.77,2.024429576,1.182216884,4.03
GUD,417,BRV,BRV15-7,W,1637,17,17, , , , , , ,13,9.829072165,90.81044889,108.93,-1.393811624,0.833658762,4.03
GUD,418,BRV,BRV15-7,W,1637,17,17, , , , , , ,6,9.43242268,85.84185224,70.56,2.546975373,1.216579538,4.03
GUD,419,BRV,BRV15-7,W,1637,17,17, , , , , , ,8,8.599587629,75.65892262,84.31,-1.081384673,0.897389665,4.03
GUD,420,BRV,BRV15-7,W,1637,17,17, , , , , , ,6,7.906597938,67.45553385,70.56,-0.517411025,0.956002464,4.03
GUD,421,BRV,BRV15-7,W,1637,17,17, , , , , , ,7,8.616134021,75.85784761,77.77,-0.273164627,0.975412725,4.03
GUD,422,BRV,BRV15-7,W,1637,17,17, , , , , , ,11,10.75188312,102.6529866,100.49,0.196635146,1.021524397,4.03
GUD,423,BRV,BRV15-7,W,1637,17,17, , , , , , ,8,9.278762887,83.93733184,84.31,-0.04658352,0.995579787,4.03
GUD,424,BRV,BRV15-7,W,1637,17,17, , , , , , ,6,8.878453608,79.03009566,70.56,1.41168261,1.120041038,4.03
GUD,425,BRV,BRV15-7,W,1637,17,17, , , , , , ,7,8.8,79,77.77, ,1.02,4.03
GUD,426,BRV,BRV15-7,W,1637,17,17, , , , , , ,5,7.120154639,58.46073497,62.6,-0.827853006,0.933877555,4.03
GUD,427,BRV,BRV15-7,W,1637,17,17, , , , , , ,6,8.6,76,70.56, ,1.08,4.03
GUD,428,BRV,BRV15-7,W,1637,17,17, , , , , , ,4,6.363247423,50.14053574,53.84,-0.924866065,0.931287811,4.03
GUD,429,BRV,BRV15-7,W,1637,17,17, , , , , , ,9,10.2364433,95.99030365,90.24,0.638922628,1.063722337,4.03
GUD,430,BRV,BRV15-7,W,1637,17,17, , , , , , ,7,8.254536082,71.54279497,77.77,-0.889600719,0.919927928,4.03
GUD,431,BRV,BRV15-7,W,1637,17,17, , , , , , ,7,8.255876289,71.55866246,77.77,-0.887333934,0.920131959,4.03
GUD,432,BRV,BRV15-7,W,1637,17,17, , , , , , ,5,6.822628866,55.14952828,62.6,-1.490094343,0.88098288,4.03
GUD,433,BRV,BRV15-8,W,970,10,10, , , , , , ,9,10.48329897,99.16626223,90.24,0.991806915,1.098916913,3.51
GUD,434,BRV,BRV15-8,W,970,10,10, , , , , , ,13,10.30371134,96.85300205,108.93,-0.928999842,0.889130653,3.51
GUD,435,BRV,BRV15-8,W,970,10,10, , , , , , ,13,10.14185567,94.78074516,108.93,-1.088404219,0.870106905,3.51
GUD,436,BRV,BRV15-8,W,970,10,10, , , , , , ,11,9.969175258,92.58320793,100.49,-0.718799279,0.921317623,3.51
GUD,437,BRV,BRV15-8,W,970,10,10, , , , , , ,12,9.234690722,83.39320252,104.92,-1.79389979,0.794826559,3.51
GUD,438,BRV,BRV15-8,W,970,10,10, , , , , , ,9,10.15247423,94.91632717,90.24,0.519591907,1.051821001,3.51
GUD,439,BRV,BRV15-8,W,970,10,10, , , , , , ,11,10.65453608,101.385513,100.49,0.081410272,1.008911464,3.51
GUD,440,BRV,BRV15-8,W,970,10,10, , , , , , ,12,9.712319588,89.34019268,104.92,-1.298317276,0.851507746,3.51
GUD,441,BRV,BRV15-8,W,970,10,10, , , , , , ,6,8.034278351,68.94791618,70.56,-0.268680637,0.977153007,3.51
GUD,442,BRV,BRV15-8,W,970,10,10, , , , , , ,8,9.712680412,89.3447266,84.31,0.629340825,1.059716838,3.51
GUD,443,BRV,BRV15-8,W,970,10,10, , , , , , ,5,5.822525773,44.41257095,62.6,-3.637485809,0.70946599,3.51
GUD,444,BRV,BRV15-8,W,970,10,10, , , , , , ,7,9.654536082,88.61491418,77.77,1.549273454,1.139448556,3.51
GUD,445,BRV,BRV15-8,W,970,10,10, , , , , , ,16,9.597525773,87.90089585,118.86,-1.934944009,0.739533029,3.51
GUD,446,BRV,BRV15-8,W,970,10,10, , , , , , ,16,11.18642857,108.3618077,118.86,-0.656137022,0.911675986,3.51
GUD,447,BRV,BRV15-8,W,970,10,10, , , , , , ,15,10.4521134,98.76351397,115.87,-1.140432402,0.85236484,3.51
GUD,448,BRV,BRV15-8,W,970,10,10, , , , , , ,8,9.372061856,85.09235142,84.31,0.097793927,1.009279462,3.51
GUD,449,BRV,BRV15-8,W,970,10,10, , , , , , ,10,10.25958763,96.28689136,95.61,0.067689136,1.007079713,3.51
GUD,450,BRV,BRV15-8,W,970,10,10, , , , , , ,5,7.825876289,66.51655733,62.6,0.783311466,1.062564814,3.51
GUD,451,BRV,BRV15-8,W,970,10,10, , , , , , , ,7.310257732,60.60322951, , , ,3.51
GUD,452,BRV,BRV15-9,W,970,10,10, , , , , , ,11,6.068041237,46.99027626,100.49,-4.863611249,0.467611466,3.51
GUD,453,BRV,BRV15-12,W,1812,19,19, , , , , , ,18,11.26721649,109.4322287,124.03,-0.810987293,0.882304513,3.83
GUD,454,BRV,BRV15-12,W,1812,19,19, , , , , , ,11,9.754278351,89.8678357,100.49,-0.9656513,0.894296305,3.83
GUD,455,BRV,BRV15-12,W,1812,19,19, , , , , , ,5,6.549742268,52.15860736,62.6,-2.088278527,0.83320459,3.83
GUD,456,BRV,BRV15-12,W,1812,19,19, , , , , , ,6,7.123556701,58.49889474,70.56,-2.01018421,0.829065969,3.83
GUD,457,BRV,BRV15-12,W,1812,19,19, , , , , , ,10,7.630154639,64.25460488,95.61,-3.135539512,0.672049,3.83
GUD,458,BRV,BRV15-12,W,1812,19,19, , , , , , ,8,8.42056701,73.51568031,84.31,-1.349289961,0.871968691,3.83
GUD,459,BRV,BRV15-12,W,1812,19,19, , , , , , ,7,8.01257732,68.69364889,77.77,-1.296621587,0.883292386,3.83
GUD,460,BRV,BRV15-12,W,1812,19,19, , , , , , ,7,7.6,64,77.77, ,0.82,3.83
GUD,461,BRV,BRV15-12,W,1812,19,19, , , , , , ,9,7.3,61,90.24, ,0.68,3.83
GUD,462,BRV,BRV15-13,W,1649,17,17, , , , , , ,11,9.901701031,91.72829361,100.49,-0.796518762,0.912810166,3.6
GUD,463,BRV,BRV15-13,W,1649,17,17, , , , , , ,11,8.192835052,70.81330229,100.49,-2.69788161,0.70468009,3.6
GUD,464,BRV,BRV15-13,W,1649,17,17, , , , , , ,5,6.843505155,55.38016955,62.6,-1.443966091,0.884667245,3.6
GUD,465,BRV,BRV15-13,W,1649,17,17, , , , , , ,5,7.087319588,58.09277869,62.6,-0.901444263,0.92799966,3.6
GUD,466,BRV,BRV15-13,W,1649,17,17, , , , , , ,12,10.43195876,98.50345921,104.92,-0.534711733,0.938843492,3.6
GUD,467,BRV,BRV15-13,W,1649,17,17, , , , , , ,6,8.466804124,74.06765064,70.56,0.58460844,1.049711602,3.6
GUD,468,BRV,BRV15-13,W,1649,17,17, , , , , , ,5,7.374072165,61.32703962,62.6,-0.254592076,0.97966517,3.6
GUD,469,BRV,BRV15-13,W,1649,17,17, , , , , , ,5,7.467371134,62.38940494,62.6,-0.042119013,0.996635862,3.6
GUD,470,BRV,BRV15-13,W,1649,17,17, , , , , , ,9,8.386443299,73.1090281,90.24,-1.903441322,0.810162102,3.6
GUD,471,BRV,BRV15-14,W,1550,16,16, , , , , , ,8,8.987628866,80.36056163,84.31,-0.493679796,0.953155754,3.86
GUD,472,BRV,BRV15-14,W,1550,16,16, , , , , , ,5,7.555,63.39164173,62.6,0.158328346,1.012646034,3.86
GUD,473,BRV,BRV15-14,W,1550,16,16, , , , , , ,6,7.539845361,63.21800791,70.56,-1.223665348,0.895946824,3.86
GUD,474,BRV,BRV15-14,W,1550,16,16, , , , , , ,5,6.621907216,52.94520301,62.6,-1.930959398,0.845770016,3.86
GUD,475,BRV,BRV15-14,W,1550,16,16, , , , , , ,5,6.875876289,55.73831521,62.6,-1.372336959,0.890388422,3.86
GUD,476,BRV,BRV15-14,W,1550,16,16, , , , , , ,5,6.851082474,55.46394754,62.6,-1.427210492,0.886005552,3.86
GUD,477,BRV,BRV15-14,W,1550,16,16, , , , , , ,6,6.936134021,56.40663438,70.56,-2.35889427,0.799413753,3.86
GUD,478,BRV,BRV15-14,W,1550,16,16, , , , , , ,4,6.424845361,50.8047285,53.84,-0.758817875,0.943624229,3.86
GUD,479,BRV,BRV15-14,W,1550,16,16, , , , , , ,6,7.820154639,66.45013553,70.56,-0.684977411,0.941753621,3.86
GUD,480,BRV,BRV15-14,W,1550,16,16, , , , , , ,5,7.676185567,64.78469528,62.6,0.436939055,1.034899286,3.86
GUD,481,BRV,BRV15-15,W,1550,16,16, , , , , , ,7,9.741907216,89.71217875,77.77,1.706025536,1.153557654,3.86
GUD,482,BRV,BRV15-15,W,1550,16,16, , , , , , ,14,10.89742268,104.5557739,112.56,-0.571730436,0.928889249,3.86
GUD,483,BRV,BRV15-15,W,1550,16,16, , , , , , ,6,8.149948454,70.30743541,70.56,-0.042094098,0.99642057,3.86
GUD,484,BRV,BRV15-15,W,1550,16,16, , , , , , ,5,7.462061856,62.32881887,62.6,-0.054236227,0.995668033,3.86
GUD,485,BRV,BRV15-15,W,1550,16,16, , , , , , ,9,8.668247423,76.48528156,90.24,-1.528302049,0.847576258,3.86
GUD,486,BRV,BRV15-15,W,1550,16,16, , , , , , ,6,8.066134021,69.32161907,70.56,-0.206396822,0.98244925,3.86
GUD,487,BRV,BRV15-15,W,1550,16,16, , , , , , ,8, ,78,84.31, ,0.93,3.86
GUD,488,BRV,BRV15-15,W,1550,16,16, , , , , , ,9,10.44309278,98.64709846,90.24,0.934122051,1.093163768,3.86
GUD,489,BRV,BRV15-15,W,1550,16,16, , , , , , ,8,9.657010309,88.64593734,84.31,0.541992167,1.051428506,3.86
GUD,490,BRV,BRV15-15,W,1550,16,16, , , , , , ,7, ,80,77.77, ,1.03,3.86
GUD,491,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,11.37844156,110.9105342,104.92,0.499211183,1.057096209,3.76
GUD,492,BRV,BRV15-16,W,1410,15,15, , , , , , ,7,9.742886598,89.72449896,77.77,1.707785565,1.153716072,3.76
GUD,493,BRV,BRV15-16,W,1410,15,15, , , , , , ,16,10.98041237,105.6449621,118.86,-0.825939869,0.88881846,3.76
GUD,494,BRV,BRV15-16,W,1410,15,15, , , , , , ,8,9.055412371,81.18959228,84.31,-0.390050965,0.962988878,3.76
GUD,495,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,9.439793814,85.93350022,95.61,-0.967649978,0.89879197,3.76
GUD,496,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,9.529329897,87.04882269,104.92,-1.489264776,0.829668535,3.76
GUD,497,BRV,BRV15-16,W,1410,15,15, , , , , , ,11,10.08664948,94.07668819,100.49,-0.583028346,0.936179602,3.76
GUD,498,BRV,BRV15-16,W,1410,15,15, , , , , , ,11,9.465309278,86.25094545,100.49,-1.294459504,0.858303766,3.76
GUD,499,BRV,BRV15-16,W,1410,15,15, , , , , , ,14,9.335515464,84.63941181,112.56,-1.994327728,0.751949288,3.76
GUD,500,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,9.338917526,84.68154809,95.61,-1.092845191,0.885697606,3.76
GUD,501,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,10.80783505,103.3833951,104.92,-0.128050411,0.985354509,3.76
GUD,502,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,9.755257732,89.88016163,104.92,-1.253319864,0.856654228,3.76
GUD,503,BRV,BRV15-16,W,1410,15,15, , , , , , ,13,11.17227273,108.1745366,108.93,-0.058112569,0.993064689,3.76
GUD,504,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,9.757164948,89.90416606,104.92,-1.251319495,0.856883016,3.76
GUD,505,BRV,BRV15-16,W,1410,15,15, , , , , , ,16,10.13010309,94.63074408,118.86,-1.514328495,0.796152987,3.76
GUD,506,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,9.491546392,86.5776957,95.61,-0.90323043,0.905529711,3.76
GUD,507,BRV,BRV15-16,W,1410,15,15, , , , , , ,11,9.317113402,84.41159028,100.49,-1.461673611,0.839999903,3.76
GUD,508,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,9.264690722,83.76348928,95.61,-1.184651072,0.876095485,3.76
GUD,509,BRV,BRV15-16,W,1410,15,15, , , , , , ,6,7.746185567,65.59304343,70.56,-0.827826095,0.929606625,3.76
GUD,510,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,8.819742268,78.3170764,95.61,-1.72929236,0.819130597,3.76
GUD,511,BRV,BRV15-16,W,1410,15,15, , , , , , ,11,9.987938144,92.8213153,100.49,-0.697153155,0.923687086,3.76
GUD,512,BRV,BRV15-16,W,1410,15,15, , , , , , ,11,9.622216495,88.20994162,100.49,-1.116368944,0.877798205,3.76
GUD,513,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,10.52381443,99.69015727,95.61,0.408015727,1.042675005,3.76
GUD,514,BRV,BRV15-16,W,1410,15,15, , , , , , ,14,9.330206186,84.5736649,112.56,-1.999023936,0.751365182,3.76
GUD,515,BRV,BRV15-16,W,1410,15,15, , , , , , ,9,9.128865979,82.09053889,90.24,-0.905495678,0.909691255,3.76
GUD,516,BRV,BRV15-16,W,1410,15,15, , , , , , ,9,8.437680412,73.71984805,90.24,-1.835572439,0.81693094,3.76
GUD,517,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,9.434948454,85.87325314,95.61,-0.973674686,0.898161836,3.76
GUD,518,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,10.27319588,96.4613914,95.61,0.08513914,1.008904836,3.76
GUD,519,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,10.37670103,97.79141376,104.92,-0.594048854,0.932056936,3.76
GUD,520,BRV,BRV15-16,W,1410,15,15, , , , , , ,9,8.489329897,74.33695956,90.24,-1.767004493,0.823769499,3.76
GUD,521,BRV,BRV15-16,W,1410,15,15, , , , , , ,8,8.212938144,71.05076153,84.31,-1.657404808,0.842732316,3.76
GUD,522,BRV,BRV15-16,W,1410,15,15, , , , , , ,7,7.85185567,66.81837166,77.77,-1.564518334,0.859179268,3.76
GUD,523,BRV,BRV15-16,W,1410,15,15, , , , , , ,6,7.711804124,65.19567674,70.56,-0.894053877,0.92397501,3.76
GUD,524,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,11.13886598,107.7329351,95.61,1.212293509,1.126795681,3.76
GUD,525,BRV,BRV15-16,W,1410,15,15, , , , , , ,13,10.13706186,94.71955282,108.93,-1.093111322,0.869545147,3.76
GUD,526,BRV,BRV15-16,W,1410,15,15, , , , , , ,10,9.493659794,86.60402987,95.61,-0.900597013,0.905805144,3.76
GUD,527,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,11.05948454,106.6855423,104.92,0.147128523,1.016827509,3.76
GUD,528,BRV,BRV15-16,W,1410,15,15, , , , , , ,14,9.3,84,112.56, ,0.75,3.76
GUD,529,BRV,BRV15-16,W,1410,15,15, , , , , , , , , , , , ,3.76
GUD,530,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,10.15639175,94.96636082,104.92,-0.829469931,0.905131155,3.76
GUD,531,BRV,BRV15-16,W,1410,15,15, , , , , , ,12,9.447474227,86.02902145,104.92,-1.574248213,0.819948737,3.76
GUD,532,BRV,BRV15-16,W,1410,15,15, , , , , , ,11,10.48762887,99.22221571,100.49,-0.115253117,0.987383976,3.76
GUD,533,BRV,BRV15-16,W,1410,15,15, , , , , , ,6,8.014896907,68.72081509,70.56,-0.306530819,0.973934454,3.76
GUD,534,BRV,BRV15-16,W,1410,15,15, , , , , , ,7,8.11685567,69.91775616,77.77,-1.12174912,0.899032482,3.76
GUD,535,BRV,BRV15-16,W,1410,15,15, , , , , , ,5,7.011082474,57.24085721,62.6,-1.071828559,0.91439069,3.76
